
last year | at | CES
Twitter | is making | really bold product choices
Twitter | is making | product choices
Twitter | is making | bold product choices
that | getting | richer
We | 're moving from | world of 140 characters
We | 're moving from | world
tweets | come with | photos
Periscope | is huge opportunity in | future
Periscope | is | huge opportunity
Periscope | is | opportunity
huge opportunity | is in | future
Periscope | is opportunity in | future
Periscope | is | huge
it | has | that
you | take | actions
you | take actions through | tweets
you | see | coming around that
you | see | coming in months around that
you | see | coming from us in months around that
you | see | coming in coming months
you | see | coming from us in months
you | see | coming from us around that
you | see | coming from us in coming months around that
you | see | coming from us in coming months
you | see | coming from us
you | see | coming in months
you | see | coming
you | going | see
you | see | coming in coming months around that
we | 're taking timeline in | direction
we | 're taking timeline in | very new direction
we | 're taking | timeline
we | 're taking timeline in | new direction
Twitter timeline | been about | Historically has set
Twitter timeline | been about | has set of tweets
Twitter timeline | been about | Historically has set of reverse-chronological tweets
Twitter timeline | been about | has set
Twitter timeline | been about | has set of reverse-chronological tweets
you | 've chosen | follow
Twitter timeline | been about | Historically has set of tweets
That | has | great
That | has | great experience
That | has | experience
that | is | their Twitter experience
we | set of | people
we | right set of | people
we | 've spent lot for | people
we | 've spent | lot of time curating
we | 've spent | lot
we | 've spent lot for | people like you
we | 've spent | lot of time
We | 've put | lot of time
We | 've put lot into | it
We | 've put | lot
that | has | our guiding light
that | has | our light
Twitter | tells | you first
we | show | you
You | 're seeing | this
you | really did feel like | Twitter
you | went at_time | night
you | Maybe went at_time | night
you | went at_time | night before
you did feel | telling | you
you | did feel like | Twitter
you | so really did feel like | Twitter
we | 're doing | that
you | so did feel like | Twitter
you | Maybe went to | bed
we | can summarize | best
that | has | just one example
you | Maybe went at_time | night before
you | went to | bed
our actions | doing | that
you | follow | people
we | introduce | you
experience | is timeline | we know
we | know about | you
first experience | is timeline | we know
first experience | is timeline | we know about you
experience | is timeline | we know about you
you | can follow people from | there
you | decide | that you
you | can follow | people
we | 're introducing | you
our product direction | is | focused
those | are | two examples
Twitter | tells | you
you | 're working on | now
may Project Lightning | is in | general
those | be | Project Lightning
those | be | in general Project Lightning
we | 're evolving | timeline
our product direction | making | sure
you | are | able
mebody | putting | it
mebody | taking | photo
mebody | posting | video
mebody | is with | phone
it | find | all of content
it | find | all content
it | has | tough
Lightning | is | bold
we | can deliver | that
Project Lightning | is | take
Project Lightning | is | bold take
One great example | is VMAs | that was going back
One great example | is VMAs | that was going
great example | is VMAs | that was going
great example | is VMAs | that was going back
they | 're on | Twitter
Project Lightning | is | way
they | 're on | only Twitter
Project Lightning | is | way
Part | is around | human curation
Part | is around | curation
everything | is | super high quality
everything | is | high quality
we | providing experience around | individual tweet
We | have | team
everything | is | quality
everything | is | super quality
it | doing | Twitter
way | is | idea
it | doing | Twitter than timeline
different way | is | idea
it | has | different way
way | doing | Twitter
different way | doing | Twitter than timeline
way | doing | Twitter than timeline
it | has | very different way
it | has | different
it | has | way
different way | doing | Twitter
you | getting | best
you | flip in | immersive view
you | flip in | very immersive view
you | flip through | it
you | flip in | view
it | curated | live
You | can follow | it
you | follow | tweets
you | follow | best tweets
You | can also follow | it
it | make | it what 's happening now in your world
it | make | it what 's happening
it | reimagining | it
it | make | it what 's happening now
it | make | it
it | has | instant
it | has | immersive
Project Lightning | is | you
content | getting | put into timeline
content | getting | put into your timeline
it | has | happening.How personalized
it | has | just happening.How personalized
That | has | great
That | has | question
That | has | great question
it | will | will set
Project Lightning | will | will initially geographically focused
Project Lightning | will | will focused
Project Lightning | will | will geographically focused
Project Lightning | will | will initially focused
It | 'll spur | discussions
I | can definitely imagine | it
I | can definitely imagine | it becoming
I | can imagine over | time
I | can imagine | it becoming
I | can definitely imagine over | time
I | can imagine | it
we | doing | that
It | has | definitely opportunity
It | has | opportunity
It | 's opportunity for | us.Lightning
It | 's definitely opportunity for | us.Lightning
you | 've taken | ton of time
you | So 've taken | ton of time
you | lot of | effort
you | So 've taken | ton time
you | 've taken | ton time
your home timeline | is very good for | you
your home timeline | is | very good
your home timeline | is good for | you
your home timeline | is | good
It | 's true representation | of who you are
It | 's very true representation | you are
It | 's representation | of who you are
It | 's representation | you are
It | has | true
It | 's very true representation | of who you are
It | 's true representation | you are
it | has | very real time
it | has | time
it | has | real time
we | have | that
we | put | ads
you | 've seen from | our focus on it
situation?It | has | good question
you | do have | data
you | 've seen from | our focus
you can share | will | will ongoing area of focus for us
you can share | will | will area of focus
you | can share with | me.It
you can share | will | will area
you can share | will | will area of focus for us
you can share | will | will ongoing area
you can share | will | will ongoing area of focus
work | is protecting | our users
people | feel | safe
it | 's important to | us
it | has | incredibly incredibly important
it | 's incredibly incredibly important to | us
